,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
347,Asia,Bachelor's,N,N,2384,2007,West,96146.09,Year,N,Denied
348,Asia,Master's,N,Y,1031,2014,Northeast,220448.17,Year,N,Denied
349,Asia,Master's,Y,N,3213,1924,Midwest,23272.21,Year,Y,Certified
350,Asia,Master's,N,N,1894,1906,Northeast,106937.84,Year,Y,Denied
351,Asia,Bachelor's,N,N,2280,2011,Midwest,37069.3,Year,Y,Certified
352,Asia,Bachelor's,Y,N,1610,1962,Midwest,98331.32,Year,Y,Certified
353,Asia,Bachelor's,Y,N,1766,1997,South,3683.43,Year,Y,Certified
354,Asia,Bachelor's,Y,N,2269,1997,Northeast,196668.77,Year,N,Certified
355,Asia,Bachelor's,N,Y,114,1851,West,69228.82,Year,Y,Denied
356,South America,Doctorate,N,N,819,1994,Island,33645.87,Year,Y,Denied
357,North America,Doctorate,Y,N,28418,1969,Northeast,109700.58,Year,Y,Certified
358,Asia,High School,N,N,1983,2010,West,30668.32,Year,Y,Denied
359,Asia,Bachelor's,Y,N,2927,1977,South,99753.8,Year,Y,Certified
360,Asia,Bachelor's,N,N,2553,2004,Midwest,68751.19,Year,Y,Certified
361,Asia,Doctorate,Y,N,82716,1993,West,111724.66,Year,N,Certified
362,South America,Bachelor's,Y,N,1837,1898,South,227.1764,Hour,Y,Certified
363,Asia,Bachelor's,Y,N,308,1995,West,86133.77,Year,Y,Certified
364,North America,High School,N,Y,2561,2014,Northeast,43754.7,Year,Y,Denied
365,Asia,Doctorate,Y,N,70113,1897,Northeast,67492.78,Week,Y,Certified
366,Asia,Master's,Y,N,5483,2003,West,48943.43,Year,Y,Certified
367,Europe,Master's,Y,N,81379,1999,South,49256.63,Year,Y,Certified
368,Asia,Bachelor's,Y,N,1506,1998,Northeast,112853.73,Year,Y,Certified
369,Asia,Master's,Y,N,190,2001,Midwest,144312.48,Year,Y,Certified
370,North America,Bachelor's,Y,Y,2701,2010,South,93506.62,Year,Y,Certified
371,Asia,Master's,N,N,3062,2001,Northeast,198752.64,Year,N,Denied
372,Asia,High School,Y,N,71,2005,South,18476.27,Year,Y,Certified
373,Asia,Doctorate,N,N,3166,1995,Northeast,97353.15,Year,N,Denied
374,Asia,High School,Y,N,35961,1865,Northeast,152912.99,Year,Y,Denied
375,North America,Master's,Y,N,94411,1977,Northeast,50067.16,Year,Y,Certified
376,Asia,Bachelor's,N,N,2594,1849,South,85495.84,Year,Y,Certified
377,Asia,Master's,Y,N,2240,2006,West,19525.49,Year,Y,Certified
378,Asia,Bachelor's,N,Y,-11,2011,Northeast,32506.14,Year,Y,Denied
379,Asia,Bachelor's,Y,N,2090,1872,West,197452.18,Year,N,Certified
380,Asia,Bachelor's,Y,N,149,1948,South,45850.33,Year,Y,Certified
381,Asia,Master's,Y,N,855,2009,Northeast,53519.51,Year,Y,Certified
382,Asia,Master's,Y,N,566,1998,Midwest,142325.74,Year,Y,Certified
383,Asia,Doctorate,N,N,3970,2013,West,74603.2,Year,Y,Denied
384,Asia,Bachelor's,Y,N,720,2001,West,124317.33,Year,Y,Certified
385,Europe,Bachelor's,N,N,2948,1967,West,323.7,Year,Y,Certified
386,Asia,Doctorate,Y,N,3962,2011,Northeast,73225.28,Year,Y,Certified
387,Africa,Master's,Y,N,4857,2001,Northeast,101949.05,Year,Y,Certified
388,North America,Doctorate,N,N,1200,1996,Midwest,107875.51,Year,Y,Certified
389,North America,Master's,Y,N,2579,2007,West,68683.19,Year,Y,Certified
390,South America,High School,N,N,1864,1911,Island,137985.25,Year,Y,Denied
391,Europe,Bachelor's,N,N,202,1986,West,35868.69,Year,Y,Certified
392,Asia,Bachelor's,Y,N,51,2003,West,21976.68,Year,Y,Certified
393,Europe,Bachelor's,N,Y,3628,2000,Northeast,79840.12,Year,Y,Denied
394,Asia,Bachelor's,Y,N,1872,1926,West,99201.01,Year,Y,Certified
395,North America,Bachelor's,Y,N,869,2001,West,64084.23,Year,Y,Certified
396,North America,High School,Y,N,693,1999,West,123519.71,Year,Y,Certified
397,Europe,Doctorate,Y,N,1525,1978,West,11287.42,Year,Y,Certified
398,Asia,Master's,Y,N,1584,1984,Midwest,45261.26,Year,Y,Certified
399,Asia,Master's,N,N,448,2006,Northeast,112831.03,Year,Y,Denied
400,Europe,Bachelor's,Y,N,714,1873,West,113927.99,Week,Y,Certified
401,Asia,Bachelor's,Y,Y,1000,1848,West,103200.45,Year,Y,Certified
402,Asia,Master's,N,N,1983,2002,South,33049.76,Year,Y,Certified
403,Asia,Master's,N,N,525,2001,West,113911.27,Year,N,Denied
404,Asia,Bachelor's,Y,N,997,2001,Midwest,197676.15,Year,Y,Certified
405,North America,High School,N,N,2290,2015,Northeast,293.3152,Hour,Y,Denied
406,North America,Bachelor's,Y,N,153,1972,Midwest,206.4596,Hour,Y,Certified
407,Asia,Master's,N,N,1313,1889,Midwest,157199.78,Year,Y,Certified
408,Asia,Doctorate,Y,N,3659,1876,South,81806.42,Year,Y,Certified
409,Asia,Bachelor's,Y,Y,4713,1968,West,100969.89,Year,Y,Certified
410,Asia,Master's,Y,N,979,1852,Northeast,59533.78,Year,Y,Certified
411,Europe,High School,N,N,1010,2007,West,27345.68,Year,Y,Denied
412,Asia,Bachelor's,Y,Y,2105,2000,West,26459.67,Year,Y,Certified
413,North America,High School,N,Y,23483,2000,South,65681.0,Year,Y,Certified
414,Europe,Doctorate,N,N,4651,1938,South,12367.86,Year,Y,Certified
415,North America,Master's,N,N,1178,1859,Northeast,297.1948,Hour,Y,Denied
416,Asia,Master's,Y,Y,690,2013,Northeast,79380.0,Year,Y,Certified
417,Asia,Master's,N,N,2549,1993,South,108989.75,Year,N,Certified
418,Asia,Bachelor's,Y,N,1363,1982,South,56188.13,Year,Y,Certified
419,Asia,Bachelor's,N,N,2517,2005,South,188992.63,Year,N,Certified
420,Asia,Bachelor's,Y,N,3094,1986,South,42657.8,Year,Y,Certified
421,South America,Bachelor's,N,Y,2378,2005,West,94230.51,Year,Y,Denied
422,North America,Bachelor's,Y,N,3817,2010,Northeast,20141.7,Year,Y,Denied
423,Europe,Master's,Y,N,4247,2005,West,18679.63,Year,Y,Certified
424,Asia,Doctorate,Y,N,2109,2002,Northeast,27280.53,Year,N,Certified
425,North America,Master's,N,N,1847,2002,South,299.6081,Hour,Y,Certified
426,Asia,Master's,N,N,2675,1997,Midwest,102915.07,Year,Y,Certified
427,Asia,Doctorate,Y,N,1121,2008,West,230750.48,Year,N,Certified
428,Asia,Master's,Y,N,3696,2001,Northeast,100.98,Hour,Y,Certified
429,Asia,Bachelor's,N,N,3055,1847,Midwest,113440.66,Year,Y,Certified
430,Asia,High School,N,N,3282,2003,South,547.5103,Hour,Y,Certified
431,Asia,Bachelor's,Y,N,3466,1868,West,31023.47,Year,Y,Certified
432,Asia,Bachelor's,N,N,1496,2001,Northeast,95886.8,Year,N,Denied
433,Asia,Bachelor's,N,N,2481,2008,Northeast,411.2051,Hour,Y,Denied
434,Asia,Master's,Y,N,1451,2009,South,129450.64,Year,N,Certified
435,Asia,Master's,N,N,1499,1969,Northeast,69068.26,Year,Y,Denied
436,Asia,High School,Y,Y,374,1911,West,27132.34,Year,Y,Denied
437,Asia,Master's,N,N,3537,1998,West,72239.48,Year,Y,Denied
438,Asia,High School,Y,N,4562,2006,Northeast,88925.59,Month,Y,Denied
439,Asia,Bachelor's,Y,N,1641,1985,South,67086.02,Year,Y,Certified
440,Asia,Master's,N,N,614,1999,West,83824.94,Year,Y,Denied
441,Asia,Bachelor's,Y,N,137,1993,South,23649.64,Year,Y,Certified
442,Asia,Master's,N,N,956,1960,West,118922.84,Year,Y,Denied
443,North America,Bachelor's,N,N,3018,1920,Northeast,104.23,Hour,Y,Denied
444,Asia,Bachelor's,Y,N,2884,2008,Northeast,114790.58,Year,Y,Certified
445,Asia,Doctorate,N,N,894,1851,West,170188.95,Year,Y,Denied
446,South America,Master's,Y,N,636,1977,South,1857.39,Year,Y,Certified
447,Africa,Bachelor's,Y,N,255,2004,Northeast,122859.37,Year,Y,Certified
448,Asia,Bachelor's,Y,N,2311,2005,West,86901.23,Year,N,Certified
449,North America,Master's,N,N,781,1983,Midwest,78096.9,Year,N,Certified
450,Asia,Bachelor's,N,Y,1543,1999,West,78402.72,Year,Y,Denied
451,Asia,Master's,Y,N,3057,1995,South,22784.52,Year,Y,Certified
452,Asia,Master's,Y,N,4670,2003,West,62656.12,Year,Y,Certified
453,Asia,Bachelor's,Y,N,3277,1980,Midwest,124439.76,Year,Y,Certified
454,North America,Bachelor's,Y,N,2114,1965,Northeast,72354.96,Year,Y,Certified
455,Asia,Doctorate,N,Y,2148,1986,South,43147.38,Year,Y,Certified
456,Europe,Bachelor's,N,N,3542,1963,Northeast,248.6583,Hour,Y,Certified
457,Asia,Master's,Y,N,112102,1852,South,235339.91,Year,Y,Certified
458,Asia,Bachelor's,Y,N,412,1994,South,41696.75,Year,Y,Certified
459,North America,Master's,N,N,60,1948,South,92071.0,Year,N,Certified
460,Asia,Master's,N,N,922,1998,South,46080.75,Year,Y,Certified
461,North America,Bachelor's,N,Y,2999,2006,South,172504.71,Year,Y,Certified
462,Asia,Bachelor's,Y,N,4258,2008,West,40926.81,Year,Y,Certified
463,Asia,Master's,Y,N,3267,2001,South,95560.45,Year,N,Certified
464,Asia,Bachelor's,N,N,3039,1994,Midwest,115034.46,Year,Y,Certified
465,Asia,Bachelor's,N,N,546,1983,Midwest,28280.53,Year,Y,Certified
466,Asia,Bachelor's,Y,N,3433,2002,West,36979.16,Year,Y,Certified
467,Asia,High School,Y,N,1540,1947,Northeast,10057.24,Year,Y,Denied
468,Europe,Doctorate,Y,N,772,2007,South,71977.54,Year,Y,Certified
469,North America,Master's,N,N,412,2010,West,27656.02,Year,Y,Denied
470,Asia,Bachelor's,Y,Y,758,1996,Island,50293.83,Year,Y,Certified
471,Asia,Master's,N,N,1571,1996,West,143415.79,Year,N,Denied
472,Asia,Master's,N,N,731,2007,Northeast,37830.16,Year,Y,Denied
473,North America,High School,N,N,1419,1973,West,90094.22,Year,Y,Denied
474,Asia,Doctorate,N,N,1006,2009,South,23389.53,Year,Y,Certified
475,North America,Doctorate,Y,Y,1458,1999,South,88698.51,Year,Y,Certified
476,North America,Doctorate,Y,N,467,1959,South,43697.94,Year,Y,Certified
477,Europe,Bachelor's,Y,N,81849,1927,South,81724.72,Year,Y,Certified
478,Asia,Doctorate,Y,N,1337,1988,Northeast,89443.72,Week,Y,Certified
479,Asia,High School,Y,Y,2933,2001,West,28237.13,Year,Y,Denied
480,Africa,Master's,Y,N,3285,1989,Northeast,165219.14,Year,Y,Certified
481,Africa,Master's,Y,N,81762,1990,West,24496.71,Year,Y,Certified
482,North America,Master's,Y,N,4132,2003,South,67959.42,Year,Y,Certified
483,North America,Doctorate,Y,N,2691,2014,Northeast,27471.41,Year,Y,Certified
484,Asia,Master's,Y,N,3176,2003,West,132453.43,Year,Y,Certified
485,Asia,Bachelor's,N,N,3209,2001,Northeast,137179.34,Year,Y,Denied
486,Asia,Master's,N,N,3267,2003,South,161738.67,Year,Y,Certified
487,Asia,Bachelor's,N,N,519,1998,Island,78673.0,Year,Y,Denied
488,North America,Master's,N,N,4762,2005,Midwest,75960.46,Year,Y,Certified
489,North America,Master's,Y,N,1267,2010,West,33630.82,Year,Y,Certified
490,Asia,Master's,N,N,3697,2001,West,64422.65,Year,Y,Denied
491,Asia,Bachelor's,N,N,1126,2010,Northeast,52988.17,Year,Y,Denied
492,Asia,Master's,N,N,1106,2000,West,521.0385,Hour,Y,Denied
493,Asia,Bachelor's,Y,N,2089,2007,South,232680.65,Year,Y,Certified
494,South America,High School,Y,N,16587,1994,West,102169.61,Year,Y,Certified
495,Asia,Master's,N,Y,46,1948,West,92218.76,Year,Y,Denied
496,North America,Master's,Y,N,36353,1998,Northeast,125925.71,Year,N,Certified
497,North America,Bachelor's,Y,N,3514,2010,Midwest,24197.92,Year,Y,Certified
498,Asia,Bachelor's,N,N,1110,1963,South,97931.99,Month,Y,Certified
499,Asia,Bachelor's,N,N,553,1979,South,61744.57,Year,N,Certified
500,Asia,Master's,Y,N,1245,2012,Midwest,92549.52,Year,N,Certified
501,Asia,Bachelor's,N,N,981,1984,Northeast,23128.95,Year,Y,Denied
502,North America,Master's,N,N,3244,2007,West,10793.45,Year,Y,Denied
503,Europe,Bachelor's,N,Y,2557,1995,West,138190.15,Year,Y,Certified
504,Europe,Master's,N,N,1369,2010,South,43881.65,Year,N,Certified
505,Asia,Master's,Y,N,2822,1911,South,98263.2,Year,Y,Certified
506,Europe,Doctorate,N,N,3115,2006,Northeast,25114.1,Year,Y,Certified
507,North America,Bachelor's,Y,N,211,2003,Northeast,23945.38,Year,Y,Certified
508,Asia,Bachelor's,Y,N,1446,2007,South,19311.82,Year,Y,Certified
509,Asia,High School,Y,Y,936,1855,South,144869.09,Year,Y,Certified
510,Africa,Master's,Y,N,4420,1984,West,63512.57,Year,Y,Certified
511,Europe,High School,Y,N,2670,2013,West,76452.7,Year,Y,Denied
512,Asia,Master's,Y,N,2020,2000,South,795.4405,Hour,Y,Certified
513,Asia,Bachelor's,Y,N,605,1994,South,66972.41,Year,Y,Certified
514,Asia,Bachelor's,Y,Y,2288,1975,South,256261.78,Year,Y,Certified
515,Asia,Master's,Y,N,288,1997,South,85004.99,Year,Y,Certified
516,Asia,Master's,Y,N,358352,2006,South,98124.95,Year,Y,Certified
517,Asia,Master's,Y,N,2839,1930,Midwest,13241.64,Year,Y,Certified
518,Asia,Bachelor's,N,N,2659,1989,Northeast,572.8227,Hour,N,Denied
519,Asia,Master's,Y,N,4118,1997,West,19838.51,Year,Y,Certified
520,Asia,Bachelor's,Y,N,3272,1922,Midwest,95018.17,Year,Y,Certified
521,Asia,Master's,Y,Y,1178,1987,Midwest,162988.12,Year,Y,Certified
522,Asia,Master's,N,N,59095,1998,Island,131023.37,Year,Y,Denied
523,Asia,Doctorate,Y,N,1378,2009,South,55076.16,Year,Y,Certified
524,Asia,Bachelor's,Y,N,486,2005,South,82450.68,Year,Y,Certified
525,North America,Bachelor's,Y,N,180,1988,West,133468.58,Year,Y,Certified
526,North America,Master's,N,N,1190,1996,South,786.5458,Hour,Y,Certified
527,Asia,Master's,Y,N,1648,1940,Northeast,59136.13,Year,Y,Certified
528,Asia,Bachelor's,Y,N,2286,1878,West,105987.07,Year,Y,Certified
529,North America,High School,N,N,124,2009,West,252.43,Hour,N,Denied
530,Asia,Master's,Y,N,3238,1996,Northeast,73896.5,Year,Y,Certified
531,Europe,Master's,N,N,30363,2006,West,26374.66,Year,Y,Certified
532,Asia,Master's,Y,N,2889,1934,Northeast,108888.49,Year,Y,Certified
533,North America,Master's,Y,N,2303,1988,Midwest,128167.33,Year,Y,Certified
534,Asia,Master's,N,N,1876,1980,Northeast,37688.62,Year,Y,Denied
535,Asia,Master's,N,N,241,1961,Northeast,66092.25,Year,Y,Denied
536,Europe,Bachelor's,N,N,412,1997,West,34249.67,Year,Y,Certified
537,Asia,High School,Y,N,3348,1994,Northeast,99671.66,Year,Y,Denied
538,Asia,Master's,Y,N,2650,1989,South,52654.73,Year,Y,Certified
539,Europe,Bachelor's,Y,Y,1187,1968,West,104068.77,Year,Y,Certified
540,Africa,Master's,Y,N,4506,1949,West,82793.8,Month,Y,Certified
541,Africa,Bachelor's,N,N,2437,2007,South,130636.68,Year,Y,Certified
542,Asia,Master's,N,N,3736,2001,Northeast,90951.06,Year,Y,Denied
543,Europe,Master's,Y,N,1826,1968,Northeast,30531.03,Year,Y,Certified
544,Asia,Bachelor's,Y,N,4824,1996,West,49122.07,Year,Y,Certified
545,Asia,Master's,N,N,364,2010,Midwest,126935.9,Year,N,Certified
546,Asia,Master's,N,N,1980,2006,Northeast,79576.59,Year,Y,Denied
547,Asia,Bachelor's,Y,N,8374,1864,Northeast,206970.67,Year,N,Certified
548,South America,Master's,Y,Y,3198,2011,Northeast,53077.88,Year,Y,Certified
549,Asia,Bachelor's,N,Y,1235,2000,Northeast,43231.47,Year,Y,Denied
550,Asia,Master's,N,N,4727,1834,Northeast,7777.55,Year,Y,Denied
551,Asia,Doctorate,N,N,2956,2003,South,262189.0,Year,N,Certified
552,North America,Bachelor's,N,N,2360,1965,Northeast,90881.96,Year,Y,Denied
553,North America,Master's,Y,N,1746,1984,West,119767.22,Year,N,Certified
554,Asia,Master's,Y,N,633,1985,West,53669.98,Year,N,Certified
555,Asia,Master's,Y,N,2774,1985,South,133170.7,Year,N,Certified
556,Asia,Master's,Y,N,1538,1962,West,314.6393,Hour,Y,Certified
557,Asia,Bachelor's,N,Y,3696,1998,West,21853.74,Year,Y,Denied
558,Asia,Master's,N,N,4990,1976,Northeast,117998.47,Year,N,Denied
559,Asia,Master's,Y,N,3130,2009,South,11404.58,Year,Y,Certified
560,Asia,Bachelor's,N,N,1056,2010,West,122141.55,Year,Y,Denied
561,Asia,Master's,Y,N,496,1994,Midwest,153372.73,Year,Y,Certified
562,Europe,Master's,N,N,3937,1991,Northeast,103847.9,Year,Y,Certified
563,North America,Bachelor's,N,N,3792,1992,West,82553.13,Year,Y,Denied
564,Europe,Doctorate,Y,N,2165,2013,West,27790.82,Year,Y,Certified
565,Asia,High School,Y,N,2641,2007,South,97466.91,Year,Y,Certified
566,Asia,Bachelor's,Y,N,1236,1911,Midwest,57972.25,Year,Y,Certified
567,Asia,Bachelor's,Y,N,2247,2003,Northeast,130563.12,Year,Y,Certified
568,Asia,High School,N,N,3085,1928,West,35504.93,Week,Y,Denied
569,Asia,Master's,Y,N,4185,1993,Midwest,109604.4,Year,Y,Certified
570,Asia,Bachelor's,Y,N,1268,2001,South,7439.91,Year,Y,Certified
571,Asia,High School,N,N,2122,2005,South,80604.66,Year,N,Certified
572,Asia,Master's,Y,N,673,2005,South,68564.85,Year,Y,Certified
573,Asia,Master's,Y,N,1002,1989,West,25942.03,Year,Y,Certified
574,Asia,Master's,Y,N,1726,1911,Midwest,70445.67,Year,Y,Certified
575,Asia,High School,Y,N,4040,1994,Midwest,60158.59,Year,Y,Certified
576,Asia,Master's,Y,N,2721,1997,Midwest,101026.39,Year,Y,Certified
577,North America,Master's,Y,N,645,1988,South,149452.3,Year,Y,Certified
578,Asia,Bachelor's,Y,N,1743,1998,West,110382.9,Year,Y,Certified
579,North America,Master's,Y,N,1097,2005,Northeast,44040.11,Year,Y,Certified
580,Asia,Master's,N,Y,4393,2010,South,62328.16,Year,Y,Certified
581,North America,Bachelor's,N,N,4668,1975,West,37049.34,Year,Y,Denied
582,Asia,Bachelor's,Y,N,2188,1999,South,100524.28,Year,Y,Certified
583,North America,Bachelor's,Y,N,1105,1962,West,60561.95,Year,Y,Certified
584,Asia,High School,N,Y,940,2001,South,75815.39,Year,Y,Certified
585,Asia,High School,N,N,1850,2009,Northeast,71328.02,Year,Y,Denied
586,Asia,Master's,N,N,2213,1855,Northeast,832.11,Year,Y,Denied
587,Asia,Master's,Y,Y,24,2007,Northeast,125926.18,Year,Y,Certified
588,Asia,Bachelor's,Y,N,304,2000,Midwest,21428.58,Year,Y,Certified
589,North America,Master's,N,N,1372,2011,Midwest,748.0707,Hour,Y,Certified
590,Asia,Master's,Y,N,2566,1801,Northeast,32228.82,Year,Y,Certified
591,Europe,Bachelor's,N,N,86050,2007,South,152569.46,Year,Y,Certified
592,Asia,Master's,N,N,621,1997,West,12210.01,Year,Y,Denied
593,Asia,High School,N,N,1643,1998,Northeast,862.3799,Hour,Y,Denied
594,Asia,Master's,N,N,1110,2010,Island,81285.88,Year,Y,Denied
595,North America,Bachelor's,Y,N,908,1997,Island,29099.81,Year,Y,Certified
596,Asia,Bachelor's,Y,N,2042,2006,Midwest,111681.66,Year,N,Certified
597,Asia,Master's,Y,N,2266,2000,Midwest,164341.96,Year,Y,Certified
598,South America,Master's,Y,N,26957,1917,Northeast,149649.91,Year,Y,Certified
599,Asia,Doctorate,Y,N,2467,1800,South,62487.14,Year,Y,Certified
600,Asia,Bachelor's,Y,N,3712,2011,Midwest,35194.51,Year,Y,Certified
601,North America,Master's,Y,N,1469,1981,South,27978.08,Year,Y,Certified
602,South America,High School,N,Y,1003,2013,South,99013.02,Year,Y,Certified
603,Asia,High School,Y,N,3144,2012,Northeast,14034.51,Year,Y,Denied
604,Asia,Master's,Y,N,1989,1995,West,94398.97,Year,Y,Certified
605,Asia,Master's,N,N,1176,1969,Northeast,39917.2,Year,Y,Denied
606,Asia,Doctorate,N,N,110,1983,Midwest,70105.8,Year,N,Certified
607,Asia,Bachelor's,N,N,2845,2004,South,671.4491,Hour,Y,Certified
608,North America,Master's,Y,N,2150,2010,South,137769.42,Year,N,Certified
609,Asia,Bachelor's,Y,Y,643,1986,South,76138.64,Year,Y,Certified
610,Asia,Bachelor's,N,N,3712,1989,South,92324.91,Year,Y,Certified
611,Asia,Bachelor's,Y,N,2715,1948,South,117587.26,Year,Y,Certified
612,Asia,Doctorate,Y,N,944,1991,Midwest,49684.23,Year,Y,Certified
613,Asia,Master's,Y,N,3298,2005,South,47844.12,Year,N,Certified
614,Asia,Doctorate,N,N,4915,2005,Northeast,64000.8,Year,N,Denied
615,Asia,Master's,Y,N,5474,1861,Northeast,47998.71,Year,Y,Certified
616,Asia,High School,Y,N,2652,1952,South,98429.38,Year,Y,Certified
617,Asia,Bachelor's,Y,N,3960,1968,West,35911.81,Year,Y,Certified
618,Africa,Master's,Y,N,3510,2005,Northeast,200084.9,Year,Y,Certified
619,Asia,Master's,N,Y,604,1966,South,132029.1,Year,Y,Certified
620,Africa,Master's,N,Y,3256,2004,South,138622.73,Year,Y,Certified
621,Asia,Bachelor's,Y,N,3899,1989,West,105274.65,Year,Y,Certified
622,Asia,Bachelor's,N,N,1610,1960,South,250510.67,Year,Y,Certified
623,Europe,Bachelor's,Y,N,4746,1980,West,209993.78,Year,Y,Denied
624,Europe,Master's,N,N,869,2010,West,77912.67,Year,Y,Certified
625,Europe,Bachelor's,Y,Y,2658,2008,South,86235.96,Year,Y,Certified
626,Europe,Bachelor's,N,N,2626,1972,South,144090.19,Year,Y,Certified
627,Asia,Master's,Y,N,1888,2003,Midwest,147054.85,Year,Y,Certified
628,Europe,Doctorate,Y,N,2128,2001,Northeast,73503.72,Year,Y,Certified
629,Europe,Bachelor's,Y,Y,2188,2007,South,123316.75,Year,Y,Certified
630,Asia,Master's,Y,Y,8780,1846,South,81640.69,Year,Y,Certified
631,Asia,Doctorate,N,N,88484,2001,South,53999.52,Year,Y,Certified
632,Asia,Master's,Y,N,1261,1975,Northeast,28023.68,Year,Y,Certified
633,Asia,Master's,Y,N,2158,2006,Northeast,30393.57,Year,N,Certified
634,Asia,Master's,N,N,834,1977,Northeast,3.3188,Hour,Y,Denied
635,Asia,Bachelor's,Y,N,1194,1998,South,105225.88,Year,Y,Certified
636,Asia,Master's,N,N,1566,1998,Midwest,87165.0,Year,Y,Certified
637,Europe,Bachelor's,Y,N,878,1966,Midwest,58800.76,Year,Y,Certified
638,Europe,Bachelor's,Y,N,213,2000,West,90643.93,Year,Y,Certified
639,Asia,Master's,Y,N,1712,1873,Northeast,84698.17,Year,N,Certified
640,South America,Bachelor's,N,Y,3281,2000,West,153307.62,Year,Y,Denied
641,Asia,Bachelor's,N,N,2652,2006,Northeast,94134.47,Year,Y,Denied
642,Asia,Bachelor's,Y,N,53191,1977,Midwest,81523.82,Year,N,Certified
643,Asia,Bachelor's,N,N,3189,1838,West,165723.2,Year,Y,Denied
644,North America,Bachelor's,N,N,162,1994,South,74880.65,Year,Y,Certified
645,Asia,Doctorate,Y,N,3993,2004,Midwest,51840.34,Year,Y,Certified
646,Asia,Master's,N,N,2953,2000,Midwest,110427.57,Year,Y,Certified
647,Asia,Bachelor's,Y,N,30650,1998,South,113374.51,Year,Y,Certified
648,Asia,Master's,Y,N,3510,2005,Midwest,134356.0,Year,Y,Certified
649,Africa,Bachelor's,N,N,3363,1983,South,21924.21,Year,Y,Certified
650,Asia,High School,Y,N,2377,2006,South,48191.18,Year,Y,Certified
651,Asia,Bachelor's,Y,Y,2016,1838,West,125014.69,Year,Y,Certified
652,North America,Bachelor's,N,N,756,1988,South,146020.74,Year,N,Certified
653,Asia,Master's,N,N,421,2010,West,35021.59,Year,Y,Denied
654,Europe,High School,Y,Y,964,2004,South,111289.39,Year,Y,Certified
655,Asia,Master's,Y,N,3647,1949,South,24055.39,Year,Y,Certified
656,North America,Bachelor's,Y,N,2477,1970,West,15506.4,Week,Y,Certified
657,North America,Bachelor's,Y,N,91879,2005,Northeast,45029.5,Year,N,Denied
658,Asia,Bachelor's,Y,N,2432,1889,Northeast,10837.15,Year,Y,Certified
659,Asia,Bachelor's,Y,N,298,2008,West,98135.46,Year,Y,Certified
660,Africa,Doctorate,Y,N,2563,1986,Northeast,52672.96,Year,Y,Certified
661,Asia,Master's,N,N,1737,1956,West,118601.72,Year,Y,Denied
662,Asia,Bachelor's,N,N,1370,2000,South,72230.65,Year,Y,Certified
663,Asia,Bachelor's,Y,N,56,1992,South,102237.74,Year,Y,Certified
664,Europe,Bachelor's,N,N,2440,1994,West,30409.94,Year,Y,Certified
665,North America,Master's,N,N,93759,1983,Midwest,74237.68,Year,Y,Certified
